Molecule,mpC
CMP009421,175
CMP009422,237
CMP009423,218
CMP009424,187
CMP009425,250
CMP009426,150
CMP009427,103
CMP009428,197
CMP009429,142
CMP009430,135
CMP009431,239
CMP009432,215
CMP009433,135
CMP009434,190
CMP009435,214
CMP009436,149
CMP009437,146
CMP009438,180
CMP009439,176
CMP009440,227
CMP009441,194
CMP009442,285
CMP009443,166
CMP009444,169
CMP009445,46
CMP009446,88
CMP009447,169
CMP009448,127
CMP009449,177
CMP009450,181
CMP009451,77
CMP009452,227
CMP009453,189
CMP009454,221
CMP009455,156
CMP009456,115
CMP009457,95
CMP009458,117
CMP009459,92
CMP009460,163
CMP009461,173
CMP009462,149
CMP009463,175
CMP009464,239
CMP009465,186
CMP009466,227
CMP009467,161
CMP009468,166
CMP009469,171
CMP009470,205
CMP009471,176
CMP009472,77
CMP009473,310
CMP009474,185
CMP009475,104
CMP009476,200
CMP009477,145
CMP009478,296
CMP009479,177
CMP009480,181
CMP009481,166
CMP009482,123
CMP009483,266
CMP009484,268
CMP009485,118
CMP009486,137
CMP009487,350
CMP009488,104
CMP009489,165
CMP009490,116
CMP009491,191
CMP009492,200
CMP009493,196
CMP009494,281
CMP009495,140
CMP009496,184
CMP009497,112
CMP009498,133
CMP009499,192
CMP009500,93
CMP009501,89
CMP009502,189
CMP009503,97
CMP009504,124
CMP009505,179
CMP009506,159
CMP009507,164
CMP009508,241
CMP009509,137
CMP009510,189
CMP009511,267
CMP009512,151
CMP009513,201
CMP009514,360
CMP009515,298
CMP009516,219
CMP009517,170
CMP009518,259
CMP009519,175
CMP009520,163
CMP009521,109
CMP009522,271
CMP009523,106
CMP009524,107
CMP009525,284
CMP009526,101
CMP009527,151
CMP009528,113
CMP009529,139
CMP009530,161
CMP009531,132
CMP009532,152
CMP009533,150
CMP009534,201
CMP009535,210
CMP009536,180
CMP009537,197
CMP009538,201
CMP009539,196
CMP009540,169
CMP009541,99
CMP009542,158
CMP009543,223
CMP009544,270
CMP009545,102
CMP009546,184
CMP009547,211
CMP009548,199
CMP009549,74
CMP009550,149
CMP009551,150
CMP009552,241
CMP009553,227
CMP009554,151
CMP009555,134
CMP009556,278
CMP009557,226
CMP009558,261
CMP009559,155
CMP009560,212
CMP009561,276
CMP009562,290
CMP009563,165
CMP009564,277
CMP009565,182
CMP009566,123
CMP009567,224
CMP009568,241
CMP009569,176
CMP009570,360
CMP009571,267
CMP009572,271
CMP009573,242
CMP009574,363
CMP009575,70
CMP009576,190
CMP009577,185
CMP009578,150
CMP009579,251
CMP009580,276
CMP009581,99
CMP009582,145
CMP009583,103
CMP009584,128
CMP009585,219
CMP009586,232
CMP009587,340
CMP009588,265
CMP009589,265
CMP009590,210
CMP009591,284
CMP009592,274
CMP009593,208
CMP009594,171
CMP009595,69
CMP009596,77
CMP009597,108
CMP009598,163
CMP009599,164
CMP009600,330
CMP009601,264
CMP009602,290
CMP009603,270
CMP009604,160
CMP009605,179
CMP009606,143
CMP009607,123
CMP009608,158
CMP009609,101
CMP009610,97
CMP009611,120
CMP009612,208
CMP009613,182
CMP009614,236
CMP009615,97
CMP009616,156
CMP009617,200
CMP009618,138
CMP009619,131
CMP009620,138
CMP009621,151
CMP009622,163
CMP009623,156
CMP009624,109
CMP009625,245
CMP009626,260
CMP009627,251
CMP009628,232
CMP009629,255
CMP009630,236
CMP009631,134
CMP009632,164
CMP009633,256
CMP009634,227
CMP009635,116
CMP009636,96
CMP009637,199
CMP009638,166
CMP009639,229
CMP009640,219
CMP009641,202
CMP009642,191
CMP009643,196
CMP009644,246
CMP009645,158
CMP009646,209
CMP009647,226
CMP009648,179
CMP009649,156
CMP009650,164
CMP009651,152
CMP009652,146
CMP009653,226
CMP009654,133
CMP009655,196
CMP009656,216
CMP009657,144
CMP009658,250
CMP009659,143
CMP009660,109
CMP009661,171
CMP009662,174
CMP009663,184
CMP009664,206
CMP009665,129
CMP009666,133
CMP009667,131
CMP009668,174
CMP009669,220
CMP009670,171
CMP009671,156
CMP009672,213
CMP009673,149
CMP009674,139
CMP009675,147
CMP009676,84
CMP009677,161
CMP009678,211
CMP009679,264
CMP009680,169
CMP009681,149
CMP009682,179
CMP009683,139
CMP009684,106
CMP009685,86
CMP009686,125
CMP009687,76
CMP009688,177
CMP009689,272
CMP009690,139
CMP009691,160
CMP009692,180
CMP009693,186
CMP009694,274
CMP009695,254
CMP009696,231
CMP009697,215
CMP009698,186
CMP009699,151
CMP009700,161
CMP009701,198
CMP009702,260
CMP009703,164
CMP009704,324
CMP009705,212
CMP009706,306
CMP009707,246
CMP009708,260
CMP009709,186
CMP009710,211
CMP009711,174
CMP009712,229
CMP009713,136
CMP009714,189
CMP009715,214
CMP009716,155
CMP009717,219
CMP009718,212
CMP009719,115
CMP009720,141
CMP009721,80
CMP009722,111
CMP009723,165
CMP009724,193
CMP009725,184
CMP009726,53
CMP009727,133
CMP009728,79
CMP009729,50
CMP009730,55
CMP009731,66
CMP009732,115
CMP009733,121
CMP009734,190
CMP009735,233
CMP009736,198
CMP009737,211
CMP009738,223
CMP009739,121
CMP009740,126
CMP009741,75
CMP009742,100
CMP009743,275
CMP009744,180
CMP009745,174
CMP009746,181
CMP009747,120
CMP009748,84
CMP009749,230
CMP009750,221
CMP009751,234
CMP009752,152
CMP009753,174
CMP009754,143
CMP009755,208
CMP009756,230
CMP009757,211
CMP009758,207
CMP009759,293
CMP009760,389
CMP009761,297
CMP009762,203
CMP009763,223
CMP009764,51
CMP009765,169
CMP009766,105
CMP009767,161
CMP009768,170
CMP009769,210
CMP009770,212
CMP009771,135
CMP009772,120
CMP009773,153
CMP009774,141
CMP009775,152
CMP009776,188
CMP009777,136
CMP009778,253
CMP009779,352
CMP009780,104
CMP009781,172
CMP009782,322
CMP009783,113
CMP009784,108
CMP009785,65
CMP009786,217
CMP009787,220
CMP009788,198
CMP009789,201
CMP009790,196
CMP009791,85
CMP009792,125
CMP009793,150
CMP009794,100
CMP009795,225
CMP009796,187
CMP009797,190
CMP009798,188
CMP009799,178
CMP009800,317
CMP009801,284
CMP009802,240
CMP009803,259
CMP009804,180
CMP009805,181
CMP009806,82
CMP009807,236
CMP009808,198
CMP009809,202
CMP009810,180
CMP009811,241
CMP009812,84
CMP009813,240
CMP009814,186
CMP009815,184
CMP009816,105
CMP009817,148
CMP009818,156
CMP009819,175
CMP009820,161
CMP009821,118
CMP009822,52
CMP009823,266
CMP009824,215
CMP009825,175
CMP009826,330
CMP009827,276
CMP009828,171
CMP009829,180
CMP009830,168
CMP009831,313
CMP009832,178
CMP009833,159
CMP009834,94
CMP009835,166
CMP009836,227
CMP009837,201
CMP009838,254
CMP009839,215
CMP009840,250
CMP009841,193
CMP009842,265
CMP009843,151
CMP009844,270
CMP009845,175
CMP009846,111
CMP009847,133
CMP009848,241
CMP009849,224
CMP009850,232
CMP009851,218
CMP009852,163
CMP009853,266
CMP009854,204
CMP009855,153
CMP009856,220
CMP009857,247
CMP009858,316
CMP009859,147
CMP009860,164
CMP009861,272
CMP009862,116
CMP009863,128
CMP009864,61
CMP009865,186
CMP009866,147
CMP009867,198
CMP009868,98
CMP009869,168
CMP009870,106
CMP009871,157
CMP009872,56
CMP009873,214
CMP009874,161
CMP009875,67
CMP009876,234
CMP009877,132
CMP009878,54
CMP009879,200
CMP009880,101
CMP009881,192
CMP009882,270
CMP009883,161
CMP009884,142
CMP009885,58
CMP009886,133
CMP009887,107
CMP009888,95
CMP009889,250
CMP009890,173
CMP009891,145
CMP009892,252
CMP009893,218
CMP009894,191
CMP009895,179
CMP009896,240
CMP009897,252
CMP009898,193
CMP009899,233
CMP009900,198
CMP009901,162
CMP009902,80
CMP009903,142
CMP009904,113
CMP009905,191
CMP009906,223
CMP009907,125
CMP009908,81
CMP009909,121
CMP009910,234
CMP009911,229
CMP009912,212
CMP009913,227
CMP009914,244
CMP009915,237
CMP009916,208
CMP009917,61
CMP009918,119
CMP009919,300
CMP009920,330
CMP009921,295
CMP009922,162
CMP009923,230
CMP009924,133
CMP009925,221
CMP009926,210
CMP009927,155
CMP009928,290
CMP009929,156
CMP009930,242
CMP009931,305
CMP009932,268
CMP009933,246
CMP009934,80
CMP009935,315
CMP009936,245
CMP009937,244
CMP009938,294
CMP009939,72
CMP009940,210
CMP009941,183
CMP009942,353
CMP009943,161
CMP009944,163
CMP009945,114
CMP009946,239
CMP009947,96
CMP009948,186
CMP009949,116
CMP009950,118
CMP009951,130
CMP009952,228
CMP009953,126
CMP009954,216
CMP009955,82
CMP009956,192
CMP009957,122
CMP009958,159
CMP009959,129
CMP009960,171
CMP009961,228
CMP009962,194
CMP009963,101
CMP009964,188
CMP009965,241
CMP009966,158
CMP009967,81
CMP009968,49
CMP009969,280
CMP009970,65
CMP009971,233
CMP009972,120
CMP009973,148
CMP009974,104
CMP009975,158
CMP009976,115
CMP009977,127
CMP009978,100
CMP009979,102
CMP009980,87
CMP009981,148
CMP009982,169
CMP009983,129
CMP009984,187
CMP009985,300
CMP009986,314
CMP009987,147
CMP009988,254
CMP009989,141
CMP009990,79
CMP009991,143
CMP009992,223
CMP009993,176
CMP009994,121
CMP009995,310
CMP009996,214
CMP009997,168
CMP009998,104
CMP009999,121
CMP010000,228
CMP010001,114
CMP010002,88
CMP010003,160
CMP010004,288
CMP010005,183
CMP010006,235
CMP010007,238
CMP010008,259
CMP010009,142
CMP010010,261
CMP010011,250
CMP010012,187
CMP010013,71
CMP010014,246
CMP010015,121
CMP010016,197
CMP010017,174
CMP010018,167
CMP010019,196
CMP010020,239
CMP010021,238
CMP010022,198
CMP010023,104
CMP010024,152
CMP010025,234
CMP010026,164
CMP010027,117
CMP010028,136
CMP010029,176
CMP010030,308
CMP010031,225
CMP010032,200
CMP010033,287
CMP010034,212
CMP010035,138
CMP010036,173
CMP010037,171
CMP010038,129
CMP010039,132
CMP010040,155
CMP010041,266
CMP010042,252
CMP010043,282
CMP010044,118
CMP010045,202
CMP010046,177
CMP010047,209
CMP010048,148
CMP010049,165
CMP010050,240
CMP010051,160
CMP010052,226
CMP010053,393
CMP010054,110
CMP010055,223
CMP010056,246
CMP010057,102
CMP010058,221
CMP010059,188
CMP010060,169
CMP010061,238
CMP010062,176
CMP010063,155
CMP010064,129
CMP010065,125
CMP010066,165
CMP010067,155
CMP010068,84
CMP010069,338
CMP010070,198
CMP010071,233
CMP010072,139
CMP010073,121
CMP010074,120
CMP010075,176
CMP010076,226
CMP010077,126
CMP010078,170
CMP010079,204
CMP010080,194
CMP010081,266
CMP010082,152
CMP010083,150
CMP010084,230
CMP010085,165
CMP010086,212
CMP010087,136
CMP010088,178
CMP010089,186
CMP010090,44
CMP010091,78
CMP010092,93
CMP010093,224
CMP010094,94
CMP010095,96
CMP010096,208
CMP010097,265
CMP010098,221
CMP010099,205
CMP010100,260
CMP010101,113
CMP010102,140
CMP010103,230
CMP010104,127
CMP010105,148
CMP010106,237
CMP010107,169
CMP010108,116
CMP010109,163
CMP010110,278
CMP010111,199
CMP010112,135
CMP010113,105
CMP010114,160
CMP010115,278
CMP010116,141
CMP010117,124
CMP010118,118
CMP010119,190
CMP010120,165
CMP010121,179
CMP010122,93
CMP010123,122
CMP010124,186
CMP010125,183
CMP010126,162
CMP010127,171
CMP010128,202
CMP010129,151
CMP010130,221
CMP010131,138
CMP010132,148
CMP010133,120
CMP010134,266
CMP010135,165
CMP010136,227
CMP010137,301
CMP010138,258
CMP010139,108
CMP010140,171
CMP010141,80
CMP010142,223
CMP010143,128
CMP010144,225
CMP010145,140
CMP010146,147
CMP010147,145
CMP010148,131
CMP010149,168
CMP010150,161
CMP010151,220
CMP010152,181
CMP010153,214
CMP010154,159
CMP010155,219
CMP010156,147
CMP010157,226
CMP010158,206
CMP010159,166
CMP010160,219
CMP010161,255
CMP010162,257
CMP010163,212
CMP010164,149
CMP010165,134
CMP010166,92
CMP010167,163
CMP010168,98
CMP010169,114
CMP010170,188
CMP010171,171
CMP010172,126
CMP010173,217
CMP010174,237
CMP010175,125
CMP010176,236
CMP010177,187
CMP010178,145
CMP010179,180
CMP010180,169
CMP010181,132
CMP010182,130
CMP010183,196
CMP010184,135
CMP010185,84
CMP010186,165
CMP010187,209
CMP010188,214
CMP010189,101
CMP010190,108
CMP010191,259
CMP010192,237
CMP010193,208
CMP010194,136
CMP010195,222
CMP010196,109
CMP010197,199
CMP010198,226
CMP010199,105
CMP010200,280
CMP010201,148
CMP010202,193
CMP010203,173
CMP010204,176
CMP010205,148
CMP010206,152
CMP010207,153
CMP010208,280
CMP010209,264
CMP010210,108
CMP010211,219
CMP010212,185
CMP010213,121
CMP010214,157
CMP010215,172
CMP010216,237
CMP010217,128
CMP010218,220
CMP010219,111
CMP010220,230
CMP010221,161
CMP010222,161
CMP010223,151
CMP010224,158
CMP010225,159
CMP010226,210
CMP010227,148
CMP010228,160
CMP010229,159
CMP010230,156
CMP010231,194
CMP010232,161
CMP010233,92
CMP010234,199
CMP010235,150
CMP010236,129
CMP010237,86
CMP010238,228
CMP010239,150
CMP010240,98
CMP010241,190
CMP010242,147
CMP010243,87
CMP010244,141
CMP010245,157
CMP010246,88
CMP010247,61
CMP010248,41
CMP010249,160
CMP010250,169
CMP010251,93
CMP010252,149
CMP010253,66
CMP010254,137
CMP010255,235
CMP010256,257
CMP010257,265
CMP010258,80
CMP010259,153
CMP010260,135
CMP010261,210
CMP010262,70
CMP010263,281
CMP010264,130
CMP010265,140
CMP010266,211
CMP010267,129
CMP010268,235
CMP010269,184
CMP010270,79
CMP010271,240
CMP010272,299
CMP010273,201
CMP010274,323
CMP010275,116
CMP010276,222
CMP010277,295
CMP010278,224
CMP010279,166
CMP010280,252
CMP010281,254
CMP010282,166
CMP010283,201
CMP010284,223
CMP010285,218
CMP010286,167
CMP010287,139
CMP010288,218
CMP010289,196
CMP010290,195
CMP010291,156
CMP010292,145
CMP010293,205
CMP010294,127
CMP010295,76
CMP010296,104
CMP010297,98
CMP010298,173
CMP010299,155
CMP010300,170
CMP010301,176
CMP010302,146
CMP010303,135
CMP010304,164
CMP010305,151
CMP010306,180
CMP010307,140
CMP010308,271
CMP010309,195
CMP010310,145
CMP010311,254
CMP010312,145
CMP010313,251
CMP010314,123
CMP010315,114
CMP010316,231
CMP010317,65
CMP010318,167
CMP010319,103
CMP010320,65
CMP010321,269
CMP010322,297
CMP010323,261
CMP010324,135
CMP010325,164
CMP010326,141
CMP010327,166
CMP010328,209
CMP010329,217
CMP010330,230
CMP010331,191
CMP010332,231
CMP010333,179
CMP010334,266
CMP010335,233
CMP010336,297
CMP010337,260
CMP010338,274
CMP010339,129
CMP010340,45
CMP010341,220
CMP010342,114
CMP010343,104
CMP010344,144
CMP010345,146
CMP010346,155
CMP010347,147
CMP010348,61
CMP010349,98
CMP010350,135
CMP010351,123
CMP010352,162
CMP010353,333
CMP010354,187
CMP010355,222
CMP010356,188
CMP010357,167
CMP010358,100
CMP010359,254
CMP010360,133
CMP010361,311
CMP010362,333
CMP010363,211
CMP010364,112
CMP010365,97
CMP010366,98
CMP010367,105
CMP010368,123
CMP010369,132
CMP010370,268
CMP010371,166
CMP010372,120
CMP010373,151
CMP010374,146
CMP010375,85
CMP010376,122
CMP010377,99
CMP010378,136
CMP010379,133
CMP010380,105
CMP010381,114
CMP010382,100
CMP010383,119
CMP010384,78
CMP010385,72
CMP010386,99
CMP010387,95
CMP010388,84
CMP010389,115
CMP010390,81
CMP010391,98
CMP010392,159
CMP010393,188
CMP010394,160
CMP010395,153
CMP010396,115
CMP010397,176
CMP010398,164
CMP010399,200
CMP010400,81
CMP010401,114
CMP010402,144
CMP010403,107
CMP010404,194
CMP010405,122
CMP010406,150
CMP010407,128
CMP010408,64
CMP010409,95
CMP010410,120
CMP010411,205
CMP010412,158
CMP010413,153
CMP010414,160
CMP010415,181
CMP010416,156
CMP010417,104
CMP010418,101
CMP010419,104
CMP010420,106
CMP010421,117
CMP010422,123
CMP010423,82
CMP010424,81
CMP010425,155
CMP010426,149
CMP010427,203
CMP010428,224
CMP010429,90
CMP010430,37
CMP010431,72
CMP010432,121
CMP010433,71
CMP010434,45
CMP010435,93
CMP010436,130
CMP010437,83
CMP010438,131
CMP010439,186
CMP010440,174
CMP010441,173
CMP010442,168
CMP010443,282
CMP010444,230
CMP010445,196
CMP010446,158
CMP010447,140
CMP010448,116
CMP010449,167
CMP010450,105
CMP010451,115
CMP010452,75
CMP010453,85
CMP010454,95
CMP010455,116
CMP010456,145
CMP010457,207
CMP010458,194
CMP010459,122
CMP010460,97
CMP010461,104
CMP010462,250
CMP010463,209
CMP010464,130
CMP010465,110
CMP010466,147
CMP010467,267
CMP010468,287
CMP010469,267
CMP010470,222
CMP010471,170
CMP010472,232
CMP010473,255
CMP010474,211
CMP010475,157
CMP010476,200
CMP010477,289
CMP010478,239
CMP010479,289
CMP010480,221
CMP010481,190
CMP010482,244
CMP010483,221
CMP010484,221
CMP010485,231
CMP010486,142
CMP010487,160
CMP010488,198
CMP010489,160
CMP010490,143
CMP010491,210
CMP010492,233
CMP010493,192
CMP010494,289
CMP010495,215
CMP010496,212
CMP010497,203
CMP010498,163
CMP010499,118
CMP010500,192
CMP010501,153
CMP010502,190
CMP010503,197
CMP010504,133
CMP010505,198
CMP010506,216
CMP010507,262
CMP010508,165
CMP010509,201
CMP010510,200
CMP010511,165
CMP010512,161
CMP010513,110
CMP010514,256
CMP010515,91
CMP010516,119
CMP010517,261
CMP010518,247
CMP010519,152
CMP010520,110
CMP010521,121
CMP010522,147
CMP010523,119
CMP010524,142
CMP010525,145
CMP010526,128
CMP010527,97
CMP010528,126
CMP010529,93
CMP010530,79
CMP010531,186
CMP010532,132
CMP010533,196
CMP010534,184
CMP010535,109
CMP010536,106
CMP010537,140
CMP010538,206
CMP010539,238
CMP010540,128
CMP010541,192
CMP010542,235
CMP010543,220
CMP010544,279
CMP010545,216
CMP010546,92
CMP010547,158
CMP010548,270
CMP010549,137
CMP010550,142
CMP010551,121
CMP010552,228
CMP010553,127
CMP010554,157
CMP010555,129
CMP010556,150
CMP010557,91
CMP010558,163
CMP010559,143
CMP010560,115
CMP010561,95
CMP010562,89
CMP010563,57
CMP010564,276
CMP010565,216
CMP010566,212
CMP010567,264
CMP010568,71
CMP010569,211
CMP010570,242
CMP010571,93
CMP010572,220
CMP010573,180
CMP010574,139
CMP010575,229
CMP010576,151
CMP010577,246
CMP010578,173
CMP010579,99
CMP010580,234
CMP010581,159
CMP010582,121
CMP010583,171
CMP010584,206
CMP010585,180
CMP010586,151
CMP010587,176
CMP010588,286
CMP010589,256
CMP010590,241
CMP010591,212
CMP010592,282
CMP010593,226
CMP010594,221
CMP010595,211
CMP010596,280
CMP010597,213
CMP010598,152
CMP010599,201
CMP010600,191
CMP010601,126
CMP010602,156
CMP010603,137
CMP010604,126
CMP010605,201
CMP010606,184
CMP010607,246
CMP010608,221
CMP010609,171
CMP010610,186
CMP010611,241
CMP010612,211
CMP010613,131
CMP010614,236
CMP010615,239
CMP010616,189
CMP010617,157
CMP010618,151
CMP010619,80
CMP010620,164
CMP010621,221
CMP010622,209
CMP010623,160
CMP010624,174
CMP010625,156
CMP010626,215
CMP010627,189
CMP010628,211
CMP010629,209
CMP010630,199
CMP010631,296
CMP010632,216
CMP010633,173
CMP010634,166
CMP010635,161
CMP010636,229
CMP010637,220
CMP010638,239
CMP010639,236
CMP010640,159
CMP010641,251
CMP010642,202
CMP010643,328
CMP010644,349
CMP010645,314
CMP010646,289
CMP010647,204
CMP010648,272
CMP010649,222
CMP010650,313
CMP010651,279
CMP010652,249
CMP010653,171
CMP010654,251
CMP010655,211
CMP010656,257
CMP010657,168
CMP010658,259
CMP010659,91
CMP010660,109
CMP010661,207
CMP010662,210
CMP010663,218
CMP010664,211
CMP010665,205
CMP010666,221
CMP010667,202
CMP010668,191
CMP010669,181
CMP010670,197
CMP010671,204
CMP010672,185
CMP010673,21
CMP010674,211
CMP010675,171
CMP010676,209
CMP010677,137
CMP010678,176
CMP010679,129
CMP010680,216
CMP010681,166
CMP010682,315
CMP010683,196
CMP010684,215
CMP010685,89
CMP010686,204
CMP010687,202
CMP010688,264
CMP010689,256
CMP010690,185
CMP010691,329
CMP010692,324
CMP010693,200
CMP010694,239
CMP010695,176
CMP010696,186
CMP010697,194
CMP010698,191
CMP010699,239
CMP010700,191
CMP010701,250
CMP010702,185
CMP010703,158
CMP010704,204
CMP010705,196
CMP010706,180
CMP010707,326
CMP010708,237
CMP010709,199
CMP010710,147
CMP010711,199
CMP010712,124
CMP010713,141
CMP010714,144
CMP010715,184
CMP010716,151
CMP010717,120
CMP010718,173
CMP010719,99
CMP010720,190
CMP010721,246
CMP010722,237
CMP010723,209
CMP010724,171
CMP010725,93
CMP010726,234
CMP010727,199
CMP010728,286
CMP010729,64
CMP010730,86
CMP010731,42
CMP010732,67
CMP010733,114
CMP010734,175
CMP010735,133
CMP010736,153
CMP010737,143
CMP010738,132
CMP010739,141
CMP010740,113
CMP010741,109
CMP010742,102
CMP010743,129
CMP010744,117
CMP010745,143
CMP010746,178
CMP010747,136
CMP010748,93
CMP010749,244
CMP010750,149
CMP010751,230
CMP010752,217
CMP010753,70
CMP010754,108
CMP010755,314
CMP010756,143
CMP010757,308
CMP010758,133
CMP010759,79
CMP010760,149
CMP010761,102
CMP010762,208
CMP010763,245
CMP010764,159
CMP010765,138
CMP010766,109
CMP010767,81
CMP010768,264
CMP010769,347
CMP010770,329
CMP010771,342
CMP010772,292
CMP010773,109
CMP010774,162
CMP010775,127
CMP010776,189
CMP010777,157
CMP010778,93
CMP010779,87
CMP010780,228
CMP010781,99
CMP010782,70
CMP010783,81
CMP010784,104
CMP010785,90
CMP010786,111
CMP010787,122
CMP010788,52
CMP010789,73
CMP010790,92
CMP010791,87
CMP010792,262
CMP010793,205
CMP010794,75
CMP010795,197
CMP010796,163
CMP010797,65
CMP010798,67
CMP010799,33
CMP010800,104
CMP010801,92
CMP010802,228
CMP010803,80
CMP010804,83
CMP010805,82
CMP010806,107
CMP010807,75
CMP010808,32
CMP010809,108
CMP010810,58
CMP010811,91
CMP010812,40
CMP010813,70
CMP010814,63
CMP010815,45
CMP010816,66
CMP010817,77
CMP010818,135
CMP010819,114
CMP010820,139
CMP010821,69
CMP010822,68
CMP010823,85
CMP010824,83
CMP010825,56
CMP010826,81
CMP010827,127
CMP010828,76
CMP010829,141
CMP010830,161
CMP010831,55
CMP010832,157
CMP010833,123
CMP010834,93
CMP010835,62
CMP010836,80
CMP010837,113
CMP010838,158
CMP010839,41
CMP010840,60
CMP010841,38
CMP010842,91
CMP010843,86
CMP010844,67
CMP010845,138
CMP010846,150
CMP010847,56
CMP010848,59
CMP010849,57
CMP010850,104
CMP010851,125
CMP010852,163
CMP010853,84
CMP010854,139
CMP010855,203
CMP010856,90
CMP010857,141
CMP010858,54
CMP010859,138
CMP010860,66
CMP010861,254
CMP010862,135
CMP010863,195
CMP010864,203
CMP010865,203
CMP010866,87
CMP010867,31
CMP010868,64
CMP010869,115
CMP010870,99
CMP010871,138
CMP010872,214
CMP010873,132
CMP010874,88
CMP010875,111
CMP010876,75
CMP010877,209
CMP010878,88
CMP010879,144
CMP010880,269
CMP010881,250
CMP010882,220
CMP010883,155
CMP010884,124
CMP010885,204
CMP010886,209
CMP010887,133
CMP010888,139
CMP010889,89
CMP010890,94
CMP010891,78
CMP010892,171
CMP010893,89
CMP010894,47
CMP010895,82
CMP010896,90
CMP010897,154
CMP010898,112
CMP010899,119
CMP010900,134
CMP010901,47
CMP010902,83
CMP010903,129
CMP010904,41
CMP010905,70
CMP010906,55
CMP010907,60
CMP010908,74
CMP010909,62
CMP010910,89
CMP010911,102
CMP010912,114
CMP010913,121
CMP010914,102
CMP010915,90
CMP010916,73
CMP010917,113
CMP010918,169
CMP010919,210
CMP010920,146
CMP010921,114
CMP010922,142
CMP010923,261
CMP010924,145
CMP010925,101
CMP010926,171
CMP010927,132
CMP010928,159
CMP010929,58
CMP010930,103
CMP010931,128
CMP010932,82
CMP010933,183
CMP010934,128
CMP010935,149
CMP010936,119
CMP010937,133
CMP010938,98
CMP010939,78
CMP010940,128
CMP010941,147
CMP010942,130
CMP010943,91
CMP010944,125
CMP010945,114
CMP010946,80
CMP010947,130
CMP010948,93
CMP010949,97
CMP010950,221
CMP010951,177
CMP010952,139
CMP010953,102
CMP010954,62
CMP010955,87
CMP010956,101
CMP010957,173
CMP010958,126
CMP010959,89
CMP010960,124
CMP010961,150
CMP010962,82
CMP010963,71
CMP010964,41
CMP010965,168
CMP010966,117
