Molecule,TOPK,MAP4K4,CDC42BPA,MST1R,CSF1R,KIAA1811,MAP2K2,DYRK1A,IKBKE,MAPK10,MAP3K10,CAMK2A,IKBKB,NLK,AXL,LTK,CSNK1G3,MAPK14,FRK,STK3,CSNK1G2,PRKCQ,NTRK3,MATK,RPS6KA3,CLK2,MAP2K1,JAK2,PRKCZ,PRKG1,PHKG2,PLK3,TBK1,AKT3,PASK,PRKAA1,PRKG2,PRKCD,ALK,PLK4,RET,PRKD2,RPS6KB1,HCK,CAMK2G,EEF2K,SYK,MARK4,TYRO3,PRKCN,STK22B,STK17A,LCK,DAPK3,CHEK2,ACVR1,ROCK2,CDK2,SRPK1,MAPK8,PIM1,STK6,MAPKAPK5,MAPKAPK2,STK33,CDC7,RPS6KA4,BTK,KIT,CSNK2A1,PAK4,PAK1,CAMK2D,AKT2,FGFR1,CSNK1A1,JAK3,CSNK1G1,RPS6KA5,LYN,MAPK9,ITK,PKN2,LIMK1,TAO1,ROS1,BLK,STK22D,HIPK2,CAMKK2,MARK3,NTRK1,FES,INSR,PTK2B,MAPK13,BRAF,ZAK,PIM3,TYK2,EGFR,PRKCG,SRC,BMX,SRMS,GSK3A,MAP4K2,DYRK3,WEE1,MET,CHUK,ACK1,PDGFRB,FLT3,ERBB2,MAPKAPK3,CHEK1,CSNK1D,SIK2,ABL1,MKNK2,CAMK2B,KDR,GPRK5,CDK5,EPHA2,IGF1R,SGK,MAPK1,MINK,NEK4,DYRK4,PRKCI,DYRK1B,PRKX,PTK2,IRAK1,PTK6,MELK,PDGFRA,LRRK2,STK12,IRAK4,AKT1,MAP4K5,CAMK1D,FLT4,CDC2L6,ROCK1,FER,CAMK1,FYN,HIPK4,CDC2,PIM2,PDPK1,DCAMKL1,NEK2,CDK8,CDK7,FLT1,SLK,FGFR3,PLK1,GSK3B,CDK9,NTRK2,ERBB4,MARK2,PRKACA,MAPK12,CLK4
CHEMBL1982465,,1000,,,7.943,,,,,,,,,,3.162,,,,,1000,5011.87,,,,,3981.07,,501.19,,,,,,,,,,3981.07,,63.1,,,63.1,,5011.87,,,,,,,,63.1,,,,158.49,,3162.28,,,31.62,,,,,,,3.162,,,,6309.57,,63.1,,1258.93,5011.87,199.53,63.1,1584.89,100,,794.33,1000,,50.12,,,,2511.89,125.89,,501.19,,3162.28,,5011.87,,,,,630.96,,,,501.19,5011.87,,100,,,,6.31,,,,5011.87,,39.81,1000,,3.162,,,125.89,,6309.57,,1000,1584.89,,,,,501.19,,,630.96,,,,,,15.85,,5.012,,501.19,,,,79.43,,,,,398.11,,,1,158.49,100,,,,125.89,,630.96,,,6309.57
CHEMBL1982466,,50.12,,,7.943,,,,,,,,,,6.31,,,,5.012,31.62,,,,,,,,,,,,,,,,,,,501.19,25.12,3.162,,39.81,,,,,,,,,,,,,,100,,2511.89,,,10,,,,,,,7.943,,,,,,50.12,,,,,1.995,,50.12,,,3162.28,3.981,1.995,,398.11,,,12.59,,1000,,,,,,,,,25.12,,,,19.95,,,79.43,,,,,,,,,,2.512,1258.93,,3.981,,,1995.26,,,,794.33,,,,,,,,,,,,,,,,,3.981,,100,316.23,,5.012,10,,,,,79.43,,,0.631,15.85,501.19,,,,25.12,,,,,
CHEMBL1982506,,3981.07,,,1584.89,3162.28,,1258.93,,,,,,,,,,,,1258.93,,,,,,5011.87,,,,,,,,,,,,,,794.33,,7943.28,501.19,,,,,,,6309.57,,3162.28,1258.93,,,,,398.11,,2511.89,794.33,,,3981.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,79.43,,,,,,,,,,,,3981.07,,,,,1995.26,,1000,,,,,,,,,,,,,,,,,3981.07,,,3162.28,,1000,,,,,,,2511.89,,,,,,,,1995.26,,,125.89,,,,6309.57,,,398.11
CHEMBL1982563,,2511.89,,,,,,,,,,,,,,,2511.89,,2511.89,,1995.26,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,630.96,,,,,,,,,,501.19,,,,,,,,,,,,,,,,794.33,,3162.28,,,25.12,,,,5011.87,,,,,,,,,,,,,3162.28,,,,,,,,6309.57,,,,,,,,,,,,19.95,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,1000,,,,,,,
CHEMBL1982610,,7943.28,,,,,,1000,,,,,,,,,,,,5011.87,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,1584.89,,,,,3162.28,,,,,,,,,,,,630.96,,2511.89,,,,,,,7943.28,,,398.11,,,,1995.26,,,,,3981.07,,,,,,,,,,1995.26,,,,7943.28,,,,,,7943.28,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,6309.57,,,,,,,50.12
CHEMBL1982660,,63.1,,,,,,251.19,,,,,,,,,,,,501.19,,,,,,100,,,,,,,,,,,,,,1000,100,,,,,,794.33,,,,,501.19,,,,630.96,,100,5011.87,,,,,,,,,,,,,,,,3981.07,,,,,,,,,,,63.1,,,50.12,,,,,,,,,,125.89,,,,,,,,,630.96,,,,,,,,,,,,,,,125.89,,1584.89,,,,,1584.89,,,,,,,,15.85,,,,158.49,5011.87,,,,,,,1000,,,50.12,630.96,,,,,,,125.89,398.11,794.33,3981.07,,,,,,,,25.12
CHEMBL1982753,,316.23,,,,,,1584.89,,1000,1584.89,,,,,501.19,,,,794.33,,1584.89,,,,3162.28,1000,2511.89,,,,,,,,,,,1258.93,,,,,1584.89,,,,1584.89,398.11,,,,,,,,251.19,,,,1258.93,,,,,,,,,,,,,,,1584.89,,,,,,,,,,316.23,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,100,,,,,251.19,,,,,,,,,,,,,,,2511.89,,3981.07,,,398.11,,100,,,,,1995.26,,,251.19,,,,,,,,,,,,,,,,,,,,,1258.93,,
CHEMBL1982866,,2511.89,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,25.12,,,,,,,,,,,,,,,,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162.28,,,,,,,,,,
CHEMBL1982874,,79.43,,,,,,630.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,,,,19.95,,,1995.26,,,,,,,398.11,,1258.93,,,,,,,,,,,,,3981.07,,,,,1000,25.12,,,6309.57,3981.07,,,,,,,,,2511.89,,,,1584.89,,,1258.93,,,,,,794.33,,,,,,,,1000,,,316.23,,,,7943.28,1258.93,,,,,,,199.53,,,,,,,,,,,,,,,794.33,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,7943.28
CHEMBL1982924,,158.49,,,,6309.57,,501.19,,,,,,,794.33,,,,,158.49,6309.57,,19.95,,6309.57,1000,,,,,,,,,,,,3981.07,,,,1995.26,5011.87,,630.96,,1000,,,2511.89,,,1584.89,,,,630.96,,5011.87,,,,,,,,,,,3162.28,,,1258.93,,3981.07,,,1000,,,,,1000,,,,125.89,,,,1258.93,1258.93,,,,,,3981.07,,,,,,,398.11,1258.93,2511.89,398.11,,,,,,398.11,,,,3981.07,,,1584.89,1584.89,,,7943.28,,,1995.26,,1000,630.96,3981.07,,,,,5011.87,1995.26,1258.93,,,3981.07,2511.89,,2511.89,,2511.89,,7943.28,,,,3162.28,6309.57,,,,10000,,,,794.33,,,501.19,,3981.07,794.33,1258.93,,,199.53
CHEMBL1982982,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5011.87,3162.28,,,7943.28,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,,,100
CHEMBL1982992,,1995.26,,,,6309.57,,316.23,,,,,,,,,,,1584.89,,,,,,,794.33,,,2511.89,,,,,,,,,7943.28,,,199.53,,,,2511.89,,1584.89,,1000,6309.57,,,,,,,,,,,3162.28,,,,,,,,,1000,,,2511.89,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,,,158.49,,,,,6309.57,5011.87,1258.93,,,,,,,,,,2511.89,,,,7943.28,,,7943.28,,,,,,630.96,,,,,,2511.89,,,,,1258.93,5011.87,,1000,,501.19,,,,,,6309.57,5011.87,,,,,,,,7943.28,,,3981.07,,,,,6309.57,,125.89
CHEMBL1983025,,2511.89,,,31.62,,,,,,,,,,15.85,,,,,6309.57,5011.87,,,,501.19,1995.26,,794.33,,,,,,,630.96,,,3162.28,,251.19,,7943.28,39.81,,3162.28,,,,,2511.89,,,630.96,,794.33,,100,794.33,3981.07,,2511.89,158.49,,,,,,,100,,,,5011.87,,199.53,,,2511.89,79.43,316.23,1995.26,1258.93,,3162.28,501.19,,398.11,,2511.89,,1000,316.23,,3162.28,,7943.28,,1584.89,,,,,1258.93,,,,1000,5011.87,,630.96,,,,19.95,,,,,,501.19,1584.89,3981.07,31.62,,,316.23,,3981.07,,6309.57,1258.93,,,,,1258.93,,,398.11,,,15.85,,,158.49,,12.59,,501.19,,2511.89,,79.43,,,,,630.96,,,3.981,630.96,316.23,,1584.89,,630.96,3162.28,501.19,,,7943.28
CHEMBL1983111,,100,1995.26,19.95,63.1,79.43,251.19,630.96,39.81,,,3162.28,,,,39.81,,,79.43,50.12,1258.93,1258.93,39.81,630.96,10,630.96,100,3.981,,,251.19,,12.59,,,19.95,,3162.28,100,6.31,3.162,63.1,125.89,,251.19,,31.62,,125.89,79.43,251.19,3.162,199.53,251.19,50.12,398.11,158.49,15.85,1995.26,501.19,,3.981,,,,316.23,,398.11,251.19,1584.89,100,,199.53,,19.95,,25.12,3981.07,,,794.33,3.981,501.19,125.89,100,31.62,100,50.12,501.19,,15.85,100,12.59,25.12,,6309.57,,794.33,7943.28,12.59,,794.33,63.1,,,398.11,39.81,5011.87,,31.62,,63.1,63.1,,,,15.85,3162.28,,251.19,199.53,5011.87,15.85,630.96,12.59,1000,50.12,398.11,316.23,158.49,199.53,,,398.11,1000,7.943,63.1,630.96,199.53,100,0.631,,158.49,,25.12,501.19,,,251.19,3.162,,,6309.57,39.81,,15.85,2511.89,794.33,,100,10,19.95,5.012,7943.28,398.11,316.23,31.62,2511.89,,125.89,1584.89,199.53
CHEMBL1983157,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.1,199.53,,,2511.89,,,,,12.59,,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.43,,,,,,,,,,,,,,,,,,,,,,398.11,,,,,398.11,,3.162
CHEMBL1983268,,1995.26,,251.19,39.81,,,,,,,,,,39.81,1.585,,,15.85,1995.26,,1584.89,1.585,,1258.93,1000,,19.95,,,,,2511.89,,,251.19,,,1,39.81,39.81,,,,,,630.96,,,,,,501.19,2511.89,,,,,,,,251.19,,,,,,158.49,158.49,,,,,,251.19,,501.19,,,199.53,,,1258.93,,3162.28,,199.53,,1584.89,,,1.585,,,,,,,,,,630.96,31.62,,,,398.11,,,794.33,,31.62,,316.23,,,,,,316.23,,,398.11,2511.89,,,63.1,,,,,,,,,100,,,,,2511.89,630.96,,,630.96,2511.89,199.53,,,5.012,,398.11,,,,,,,,1258.93,794.33,158.49,158.49,,,,2.512,,,,,199.53
CHEMBL1983315,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.981,,,251.19,,,,,2.512,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.59,,,,,3.981,,7.943
CHEMBL1983348,,1584.89,,1258.93,,,794.33,398.11,630.96,,,,,,,501.19,,,,,,,1584.89,,100,398.11,251.19,100,,,,,316.23,,,398.11,,,1584.89,,316.23,,,,,,,,1995.26,,,,3981.07,1258.93,,,,,,158.49,,100,,,,,,,,,63.1,,,,1258.93,199.53,501.19,,,,251.19,,,,5011.87,,,,,,,,,,,,,,,,,,,,,630.96,1584.89,,,,,,1000,1995.26,,,1995.26,,,1995.26,,,125.89,,19.95,,1000,,,,,,,501.19,2511.89,501.19,,,,2511.89,50.12,199.53,,,,1000,,,1000,,,,,,,,,,,630.96,630.96,,,,501.19,794.33,316.23,,,1000,,25.12
CHEMBL1983393,,630.96,,,,,,,,,,,,,,1258.93,,,,,,,1258.93,,,1000,,,,,,,,,,,,,,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,,,,,5011.87,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,,,,,,1584.89,,,,,2511.89,,1584.89,,,,,,,,,,,,,,,,,63.1,,,,,,,,794.33,,,794.33,,794.33
CHEMBL1983534,,794.33,,,,,,6.31,,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,3981.07,,,,,501.19,,,,,,,,,,,,,,3.981,,,,,,,,,,,,,,,,,,,,,3981.07,,794.33,,,158.49,,,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,1258.93,,,,5011.87,,,2511.89,,,,,,,2511.89,,,3981.07,,,,398.11,,1000,,,,,1995.26,,3162.28,,,,,79.43,,,,1584.89,,,,,,,,,,,,,,,,,199.53,,31.62
CHEMBL1983575,,630.96,,199.53,31.62,,,63.1,501.19,,,1584.89,,,,251.19,,,,,,1995.26,199.53,,398.11,15.85,10,2511.89,,,,,794.33,,,100,,,501.19,,501.19,,,,,,,,1584.89,501.19,,,2511.89,100,,39.81,,,,251.19,1258.93,50.12,,,,,,3162.28,,,158.49,,,,630.96,31.62,794.33,,,,1258.93,,,79.43,6309.57,,,,,,,3981.07,,,,,,,,,,,,,,794.33,12.59,,,794.33,,630.96,630.96,,,,316.23,,,630.96,,,199.53,1584.89,316.23,,1000,,,,,,,19.95,2511.89,1584.89,,,,630.96,63.1,50.12,,,,1584.89,,,1995.26,,,,,,,,,1584.89,630.96,3162.28,794.33,,,,794.33,1000,316.23,,,316.23,,1.585
CHEMBL1983589,,12.59,,,,,,63.1,,,,,,,,,,,,50.12,,,,,,251.19,,,,,,,,,,,,,,,,,,,,,,,,10,,316.23,,158.49,,,3.162,398.11,,,63.1,,,,,1.259,,,,,19.95,,,,,501.19,630.96,,,,,,,,,,,,50.12,,,,,,,,,,,,,,,,,,158.49,,,,,,,31.62,,,,,,,,,,,398.11,,,,,12.59,,,,,25.12,,,,5.012,,,,,,63.1,,,,6.31,,,,,,,,,,3162.28,,,,,,794.33,63.1,,,,79.43,,25.12
CHEMBL1983630,,79432.82,,79432.82,63095.73,,50118.72,39810.72,100000,,,,,,,15848.93,,,,,,63095.73,63095.73,,63095.73,,79432.82,,,,,,79432.82,,,50118.72,,,63095.73,,50118.72,,,,,,,,19952.62,63095.73,,,,39810.72,,,,,,,50118.72,19952.62,,,,,,,,,,,,,50118.72,39810.72,,,,,,,,63095.73,,,,,,,,63095.73,,,,,,,,,,,,,,15848.93,31622.78,,,25118.86,,,50118.72,79432.82,,,3981.07,,,79432.82,,,31622.78,25118.86,25118.86,,,,,,,,,50118.72,,,,,,39810.72,19952.62,31622.78,,,,39810.72,,,,,,,,,,,,39810.72,25118.86,39810.72,79432.82,,,,15848.93,15848.93,100000,,,,,6309.57
CHEMBL1983640,,1584.89,,,5.012,,,,398.11,,,,,,,63.1,,501.19,,,,,39.81,,501.19,,,,,,,,,,,,,,794.33,,15.85,,,,,,,,158.49,,,,79.43,,,,,,,,5011.87,125.89,,,,,,1995.26,,,,,,,630.96,,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,,630.96,,,125.89,,,1.995,19.95,,,,,,398.11,,,1.259,,,,,,,,,,,,,316.23,,,,3.162,,10,,,,,,,630.96,,,1995.26,,,,,,100,7.943,,50.12,,,,3162.28,,50.12,,,,,
CHEMBL1983715,,316.23,,630.96,25.12,,794.33,199.53,63.1,,,1995.26,,,,50.12,,630.96,,,,,1995.26,,794.33,251.19,398.11,31.62,,,,,100,,,100,,,1000,,125.89,,,,,,,,100,100,,,251.19,63.1,,39.81,,,,7.943,,25.12,,,,,,1584.89,,,630.96,,,,251.19,63.1,316.23,,,,39.81,,,10,501.19,,,,,,,2511.89,,,,,,,,,,,,,,1584.89,1584.89,,199.53,199.53,,251.19,251.19,316.23,,,398.11,,,251.19,,,25.12,,25.12,,251.19,,,,,,,100,630.96,251.19,,,,251.19,19.95,25.12,,,,,,,158.49,,,630.96,,,,,,316.23,251.19,199.53,79.43,,,,1584.89,158.49,501.19,,,501.19,,10
CHEMBL1983855,,79.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.95,501.19,,,794.33,,,,,31.62,,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2511.89,,,,,794.33,,10
CHEMBL1983923,,3981.07,,398.11,125.89,5011.87,316.23,,630.96,,,,,,,,,,39.81,3981.07,,,79.43,,3981.07,,501.19,25.12,,,,,158.49,,,501.19,,,,25.12,10,,794.33,,,,316.23,,,,,251.19,31.62,19.95,,31.62,,,,,,15.85,,,,,,501.19,398.11,,398.11,2511.89,,,63.1,,316.23,,,,,158.49,,316.23,794.33,199.53,63.1,,158.49,,3162.28,63.1,,1995.26,,,,,,199.53,,2511.89,15.85,,,1000,2511.89,,,,,1000,63.1,3.981,,,630.96,,,199.53,,,31.62,,,2511.89,,,,3981.07,,,,251.19,,3162.28,5011.87,1258.93,,39.81,199.53,50.12,398.11,,100,,,,,316.23,,,3981.07,,,1258.93,,,,50.12,25.12,501.19,100,,1258.93,,199.53,,,,,501.19
CHEMBL1983963,,398.11,,,1.995,,,,,,,,3162.28,,15.85,,2511.89,,125.89,1000,1584.89,,251.19,,1258.93,6309.57,,1258.93,,,,251.19,,,,,,,1584.89,125.89,15.85,,158.49,,,,,,,6309.57,,,251.19,,,,100,,,,3981.07,50.12,,,,,,,125.89,,,,,,316.23,,,794.33,1258.93,158.49,3162.28,794.33,,3981.07,1584.89,,63.1,,,,,316.23,,,,2511.89,,,,,,,630.96,,,,2511.89,,,1258.93,,,,1.585,,,,1258.93,,199.53,251.19,,5.012,,,251.19,,1995.26,,2511.89,,,,,,,7943.28,,,,,19.95,5011.87,,251.19,,31.62,,794.33,1258.93,,251.19,79.43,,,,,1258.93,,,0.5012,251.19,,,,,158.49,,1584.89,,,794.33
CHEMBL1983980,,5011.87,,1584.89,1584.89,,630.96,630.96,2511.89,,,1000,,,,1000,,1000,,,,1258.93,1584.89,,2511.89,,1000,1995.26,,,,,3162.28,,,1584.89,,,2511.89,,1258.93,,,,,,,,501.19,3162.28,,,,3981.07,,3162.28,,,,1258.93,1995.26,199.53,,,,,,3981.07,,,5011.87,,,,1258.93,1000,5011.87,,,,3162.28,,,199.53,316.23,,,,,,,1000,,,,,,,,,,,,,,630.96,1258.93,,,251.19,,3981.07,1000,501.19,,,1000,,,1584.89,,,1995.26,1000,2511.89,,1258.93,,,,,,,794.33,2511.89,6309.57,,,,1258.93,630.96,1000,,,,501.19,,,1000,,,1995.26,,,,,,1258.93,630.96,630.96,2511.89,,,,630.96,398.11,2511.89,,,1000,,630.96
CHEMBL1984044,,1000,,,501.19,,,1258.93,,,,,,,,,,,,,,,,,,1000,,,,,3162.28,,,,,,,,,,,6309.57,,,,,,,,,,2511.89,2511.89,,,,,,,,3981.07,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,5011.87,,,,,,,,2511.89,,,,,,,7943.28,1000,,,,,,,1000,,,5011.87,,,,,,5011.87,,,,,,,1584.89,,,,,,,,,,,,3162.28,3981.07,,2511.89,,,,,,,,,,,,,,,,,5011.87,,,,,,,3162.28,,,1258.93
CHEMBL1984162,,3981.07,1000,,63.1,,,,,,,,,,7.943,,,,1,501.19,,,10,1000,158.49,,,39.81,,,,1258.93,,,,,,,,1.995,,,,,,,10,,316.23,,,,10,63.1,,,50.12,,,,199.53,,,,,,,39.81,1000,,1258.93,,3981.07,,7.943,,10,,79.43,6.31,3162.28,3162.28,,501.19,1584.89,1995.26,15.85,,50.12,,158.49,316.23,1000,100,398.11,316.23,,,1584.89,630.96,199.53,,39.81,,630.96,50.12,79.43,,,630.96,,,,39.81,,,,199.53,,398.11,,,7.943,,5011.87,31.62,25.12,,,2511.89,2511.89,,,,,39.81,,,3.981,,,3.981,7943.28,,251.19,,12.59,,316.23,79.43,79.43,7.943,10,398.11,,630.96,,158.49,,,1.995,31.62,158.49,,79.43,,100,794.33,15.85,5011.87,3162.28,7943.28
CHEMBL1984191,,630.96,,,,,,,,,,,,,,,,,316.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,3981.07,,,,,794.33,,,,,,,,,,,,,,,,,,,,50.12,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,3981.07,,,,,1995.26,,,5011.87,,,,,6309.57,,1584.89
CHEMBL1984236,,1258.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.49,251.19,,,,,,,,,,,1258.93,,,,,,,,,,,,,,,501.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1984363,,6309.57,,,,,,3981.07,,,,,,50.12,1584.89,,,,251.19,794.33,5011.87,,,,6309.57,1000,,,,398.11,5011.87,,,7943.28,,,1000,7943.28,,501.19,63.1,,1995.26,,6309.57,,,,,7943.28,,,,,,,158.49,3981.07,7943.28,,,1000,,,,,,,,,,,,,5011.87,,,,199.53,,,,,,,,,,,,3162.28,5011.87,,,,,,,,,,,,,,,501.19,3162.28,,,,,,1,,,,6309.57,,,630.96,,19.95,,6309.57,,,1258.93,,,,,,,316.23,,,,,,,125.89,,7943.28,1000,,125.89,,501.19,,,,158.49,3981.07,,,,,,,5.012,1995.26,,,5011.87,,1000,,2511.89,794.33,,79.43
CHEMBL1984367,,1000,,,,,,,,,,,,,,,,,,,1258.93,,501.19,,,,,,,,,,,,,,,,,,501.19,794.33,1258.93,,,,,,,398.11,,1995.26,,,39.81,,,,,,,,,3162.28,,,,,,,,,,,,,,,,,1584.89,,,,,,,,,,,,,,,,,5011.87,,,,,,,,,,,,,,,,251.19,,,,,,,,,,,,,,7943.28,5011.87,2511.89,1584.89,,,,,,794.33,,794.33,,,630.96,,,,,1000,,,630.96,,,,,,,1000,,,,,630.96,,,5011.87,,,,,,,3981.07
CHEMBL1984548,,39.81,,,,,,10,,,,,,,,,,,,3.981,,,,,,10,,6.31,,,,,,,,,,,,,,,,,,,50.12,,,7.943,,3.162,,5.012,,,158.49,1.259,,,630.96,,,,,5.012,,,,,10,,100,,,199.53,,,,,,,50.12,,,,,,,,,,,,,,,,,,,,,,,7.943,3.162,,,,,,,,,,,,,,,,,,,,,,,31.62,,,,,39.81,,,,1.259,,,,,,25.12,,,,,,,,,,,,,,,6.31,,,,,7.943,2.512,,,,25.12,,
CHEMBL1984700,,2511.89,,,,,,,,,,,,,,,5011.87,,1584.89,,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,1000,,,,,,,,,,,,,,,3981.07,501.19,,,,,50.12,,,2511.89,3162.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.85,,,,,,,,,,,,3162.28,,,,,,,,,,,,,,,2511.89,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,
CHEMBL1984711,,5011.87,,,25.12,,,3162.28,,,,,,,1000,,,,,,,,,,,3162.28,,398.11,,,,2511.89,,,,,,,,398.11,,,,,,,,,,,,,7.943,,,,,,,50.12,,630.96,,,,,,,,3981.07,1000,6309.57,,,5011.87,,,,,79.43,501.19,158.49,,630.96,2511.89,,79.43,,,,3981.07,1584.89,,39.81,39.81,,,3981.07,,,398.11,,50.12,,,1258.93,,,,,,,,199.53,,,,,,,6309.57,,63.1,,,125.89,199.53,,,7943.28,5011.87,,,,,100,1258.93,,,,,1258.93,2511.89,,6309.57,,,,,,,15.85,,3981.07,,,,7943.28,,,199.53,501.19,,,2511.89,,1000,,3981.07,,3981.07,1995.26
CHEMBL1984788,,398.11,,,398.11,,,6309.57,,,,,,,,,,,,,,,,,,7943.28,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,1995.26,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,1995.26,,,,,1000,,,,,251.19,,,,,,,,1258.93,,,,,,,1000,,,,,,,5011.87,,,,,,,,,501.19,,,,,,,5011.87,,,,,251.19,,,630.96,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,3162.28
CHEMBL1984842,,3981.07,,,,,,,,,,,,,,,,1.585,,,,,,,,,,,,,,,,,,,,,,,,10000,,,,,,,,,,,,,,,,,,39.81,,,,,,,,,,,,,,,,316.23,,,,,39.81,,,794.33,5011.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.62,,,,,,,,,,,6309.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1985074,,7943.28,,,,3981.07,,,,,,,,,,,,,,,,,,,,2511.89,,,,,,,,,,398.11,,,,,,,,,,,,,,,,2511.89,,501.19,,,,7943.28,,,100,,,,,,,,,501.19,,,,,,2511.89,,,,,,,,,,,,,1584.89,,,,,,,,,5011.87,316.23,,,,,,,158.49,,630.96,,,,,,,,,,,,,,,,,,,,,,,,794.33,,,,,7943.28,,,,,6309.57,10000,,,,,,,,,,,7943.28,,,,,,,,,,,398.11,,,,,,5011.87,794.33
CHEMBL1985092,,1000,1584.89,,,,,501.19,,,,,,,794.33,,6309.57,,1258.93,5011.87,1995.26,,1258.93,794.33,316.23,3981.07,,,,1584.89,,6309.57,,3981.07,,,,3162.28,,3162.28,316.23,5011.87,251.19,,2511.89,,1000,,,3981.07,,63.1,,1258.93,,,63.1,3162.28,1258.93,,7943.28,,,,,,,,,,,,5011.87,,,,,2511.89,,,,,501.19,3981.07,,,,,,,3162.28,,,,,,,2511.89,6309.57,,1258.93,,,,1000,,1584.89,1000,,,,,,,,,,2511.89,,,1258.93,3162.28,,,,,,630.96,6309.57,1584.89,,,,,398.11,,7943.28,,630.96,,,5011.87,7943.28,,398.11,,,,199.53,630.96,,,1995.26,,,,,,,,,,,,6309.57,,,,3162.28,2511.89,,501.19
